time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2022-11-16 15:18:58.995 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1274436190208,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,96640000,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:19:59.000 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1273845055488,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,100834304, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:20:59.004 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1273449742336,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,103980032, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:21:59.008 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1273101352960,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,1,4,52533576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:22:59.011 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272801001472,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,56727880, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:23:59.014 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272646467584,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,59873608, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:24:59.017 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272530206720,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,64067912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:25:59.021 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272370429952,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,68262216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:26:59.026 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272190337024,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,72456520, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-11-16 15:27:59.030 UTC, ,589,3377349,4968,229464,1568, ,17, , , , , , , , , , , ,17,17, , , , ,1,20, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,176860,1272008736768,79,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176860, ,1668611338915, , , , ,3145728,176680, , , ,0, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,75602248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
